State,Date,total_population,cumulative_cases,cumulative_cases_per_100_000,cumulative_deaths,cumulative_deaths_per_100_000,new_cases,new_cases_7_day_rolling_avg,new_deaths,new_deaths_7_day_rolling_avg,new_deaths_per_100_000,new_cases_per_100_000,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Alabama,2/1/20,4887871,0,0,0,0,0,0,0,0,0,0,2/1/20,"2,170",1/25/20,"17,284","1,923,741",0.9
Alabama,2/8/20,4887871,0,0,0,0,0,0,0,0,0,0,2/8/20,"2,176",2/1/20,"16,745","1,923,741",0.87
Alabama,2/15/20,4887871,0,0,0,0,0,0,0,0,0,0,2/15/20,"1,981",2/8/20,"16,571","1,923,741",0.86
Alabama,2/22/20,4887871,0,0,0,0,0,0,0,0,0,0,2/22/20,"1,735",2/15/20,"16,059","1,923,741",0.83
Alabama,2/29/20,4887871,0,0,0,0,0,0,0,0,0,0,2/29/20,"1,575",2/22/20,"14,721","1,923,741",0.77
Alabama,3/7/20,4887871,0,0,0,0,0,0,0,0,0,0,3/7/20,"1,663",2/29/20,"13,657","1,923,741",0.71
Alabama,3/14/20,4887871,7,0.14,0,0,2,1,0,0,0,0.04,3/14/20,"1,819",3/7/20,"13,070","1,923,741",0.68
Alabama,3/21/20,4887871,131,2.68,0,0,25,17.71428571,0,0,0,0.51,3/21/20,"10,892",3/14/20,"12,487","1,923,741",0.65
Alabama,3/28/20,4887871,694,14.2,4,0.08,107,80.42857143,0,0.571428571,0,2.19,3/28/20,"80,984",3/21/20,"18,083","1,923,741",0.94
Alabama,4/4/20,4887871,1614,33.02,44,0.9,119,131.4285714,6,5.714285714,0.12,2.43,4/4/20,"106,739",3/28/20,"52,176","1,923,741",2.71
Alabama,4/11/20,4887871,3217,65.82,92,1.88,270,229,12,6.857142857,0.25,5.52,4/11/20,"77,515",4/4/20,"95,325","1,929,897",4.94
Alabama,4/18/20,4887871,4712,96.4,153,3.13,141,213.5714286,5,8.714285714,0.1,2.88,4/18/20,"66,432",4/11/20,"144,327","1,929,897",7.48
Alabama,4/25/20,4887871,6026,123.28,209,4.28,0,187.7142857,0,8,0,0,4/25/20,"74,966",4/18/20,"173,855","1,929,897",9.01
Alabama,5/2/20,4887871,7611,155.71,288,5.89,317,226.4285714,-1,13.33333333,-0.02,6.49,5/2/20,"28,985",4/25/20,"214,684","1,929,897",11.12
Alabama,5/9/20,4887871,9668,197.8,390,7.98,283,293.8571429,7,14.57142857,0.14,5.79,5/9/20,"26,666",5/2/20,"216,856","1,929,897",11.24
Alabama,5/16/20,4887871,11674,238.84,485,9.92,301,286.5714286,2,13.57142857,0.04,6.16,5/16/20,"25,150",5/9/20,"203,677","1,929,897",10.55
Alabama,5/23/20,4887871,14117,288.82,549,11.23,447,349,8,9.142857143,0.16,9.15,5/23/20,"27,919",5/16/20,"190,205","1,929,897",9.86
Alabama,5/30/20,4887871,17359,355.14,618,12.64,328,463.1428571,8,9.857142857,0.16,6.71,5/30/20,"21,335",5/23/20,"183,565","1,929,897",9.51
Alabama,6/6/20,4887871,20043,410.06,689,14.1,656,383.4285714,13,10.14285714,0.27,13.42,6/6/20,"19,949",5/30/20,"180,245","1,929,897",9.34
Alabama,6/13/20,4887871,24601,503.31,773,15.81,891,651.1428571,4,12,0.08,18.23,6/13/20,"18,367",6/6/20,"163,982","1,929,897",8.5
Alabama,6/20/20,4887871,29549,604.54,838,17.14,547,706.8571429,16,9.285714286,0.33,11.19,6/20/20,"18,671",6/13/20,"150,002","1,929,897",7.77
Alabama,6/27/20,4887871,35083,717.76,919,18.8,900,790.5714286,12,11.57142857,0.25,18.41,6/27/20,"18,338",6/20/20,"141,450","1,929,897",7.33
Alabama,7/4/20,4887871,42862,876.91,1007,20.6,997,1111.285714,1,12.57142857,0.02,20.4,7/4/20,"19,056",6/27/20,"138,272","1,929,897",7.16
Alaska,2/1/20,737438,0,0,0,0,0,0,0,0,0,0,2/1/20,"1,122",1/25/20,"9,579","307,329",3.12
Alaska,2/8/20,737438,0,0,0,0,0,0,0,0,0,0,2/8/20,980,2/1/20,"9,161","307,329",2.98
Alaska,2/15/20,737438,0,0,0,0,0,0,0,0,0,0,2/15/20,915,2/8/20,"9,343","307,329",3.04
Alaska,2/22/20,737438,0,0,0,0,0,0,0,0,0,0,2/22/20,773,2/15/20,"8,864","307,329",2.88
Alaska,2/29/20,737438,0,0,0,0,0,0,0,0,0,0,2/29/20,874,2/22/20,"8,938","307,329",2.91
Alaska,3/7/20,737438,0,0,0,0,0,0,0,0,0,0,3/7/20,815,2/29/20,"8,266","307,329",2.69
Alaska,3/14/20,737438,1,0.14,0,0,0,0.142857143,0,0,0,0,3/14/20,"1,120",3/7/20,"8,522","307,329",2.77
Alaska,3/21/20,737438,13,1.76,0,0,2,1.714285714,0,0,0,0.27,3/21/20,"7,847",3/14/20,"8,512","307,329",2.77
Alaska,3/28/20,737438,85,11.53,2,0.27,27,10.28571429,1,0.285714286,0.14,3.66,3/28/20,"13,774",3/21/20,"11,173","307,329",3.64
Alaska,4/4/20,737438,171,23.19,5,0.68,14,12.28571429,2,0.428571429,0.27,1.9,4/4/20,"14,590",3/28/20,"19,845","307,329",6.46
Alaska,4/11/20,737438,257,34.85,8,1.08,11,12.28571429,1,0.428571429,0.14,1.49,4/11/20,"12,007",4/4/20,"35,365","308,137",11.48
Alaska,4/18/20,737438,314,42.58,9,1.22,5,8.142857143,0,0.142857143,0,0.68,4/18/20,"12,201",4/11/20,"48,096","308,137",15.61
Alaska,4/25/20,737438,339,45.97,9,1.22,0,3.571428571,0,0,0,0,4/25/20,"10,313",4/18/20,"52,022","308,137",16.88
Alaska,5/2/20,737438,365,49.5,9,1.22,1,3.714285714,0,0,0,0.14,5/2/20,"8,718",4/25/20,"49,893","308,137",16.19
Alaska,5/9/20,737438,378,51.26,10,1.36,1,1.857142857,0,0.142857143,0,0.14,5/9/20,"7,807",5/2/20,"50,791","308,137",16.48
Alaska,5/16/20,737438,388,52.61,10,1.36,0,1.428571429,0,0,0,0,5/16/20,"7,741",5/9/20,"50,049","308,137",16.24
Alaska,5/23/20,737438,407,55.19,10,1.36,4,2.714285714,0,0,0,0.54,5/23/20,"8,152",5/16/20,"48,000","308,137",15.58
Alaska,5/30/20,737438,433,58.72,10,1.36,4,3.714285714,0,0,0,0.54,5/30/20,"7,452",5/23/20,"47,344","308,137",15.36
Alaska,6/6/20,737438,535,72.55,10,1.36,12,14.57142857,0,0,0,1.63,6/6/20,"7,081",5/30/20,"47,123","308,137",15.29
Alaska,6/13/20,737438,653,88.55,12,1.63,29,16.85714286,0,0.285714286,0,3.93,6/13/20,"6,797",6/6/20,"45,792","308,137",14.86
Alaska,6/20/20,737438,741,100.48,12,1.63,21,12.57142857,0,0,0,2.85,6/20/20,"6,757",6/13/20,"44,380","308,137",14.4
Alaska,6/27/20,737438,851,115.4,14,1.9,18,15.71428571,0,0.285714286,0,2.44,6/27/20,"6,467",6/20/20,"43,208","308,137",14.02
Alaska,7/4/20,737438,1107,150.11,16,2.17,47,36.57142857,1,0.285714286,0.14,6.37,7/4/20,"6,124",6/27/20,"42,110","308,137",13.67
Arizona,2/1/20,7171646,1,0.01,0,0,0,0.142857143,0,0,0,0,2/1/20,"3,807",1/25/20,"18,854","2,864,180",0.66
Arizona,2/8/20,7171646,1,0.01,0,0,0,0,0,0,0,0,2/8/20,"3,636",2/1/20,"18,461","2,864,180",0.64
Arizona,2/15/20,7171646,1,0.01,0,0,0,0,0,0,0,0,2/15/20,"3,538",2/8/20,"18,516","2,864,180",0.65
Arizona,2/22/20,7171646,1,0.01,0,0,0,0,0,0,0,0,2/22/20,"3,151",2/15/20,"18,217","2,864,180",0.64
Arizona,2/29/20,7171646,1,0.01,0,0,0,0,0,0,0,0,2/29/20,"3,086",2/22/20,"18,137","2,864,180",0.63
Arizona,3/7/20,7171646,4,0.06,0,0,2,0.428571429,0,0,0,0.03,3/7/20,"3,357",2/29/20,"17,593","2,864,180",0.61
Arizona,3/14/20,7171646,12,0.17,0,0,3,1.142857143,0,0,0,0.04,3/14/20,"3,844",3/7/20,"17,595","2,864,180",0.61
Arizona,3/21/20,7171646,104,1.45,1,0.01,36,13.14285714,1,0.142857143,0.01,0.5,3/21/20,"29,348",3/14/20,"18,108","2,864,180",0.63
Arizona,3/28/20,7171646,773,10.78,15,0.21,108,95.57142857,2,2,0.03,1.51,3/28/20,"88,940",3/21/20,"26,387","2,864,180",0.92
Arizona,4/4/20,7171646,2019,28.15,52,0.73,250,178,8,5.285714286,0.11,3.49,4/4/20,"132,428",3/28/20,"62,597","2,864,180",2.19
Arizona,4/11/20,7171646,3393,47.31,117,1.63,281,196.2857143,11,9.285714286,0.15,3.92,4/11/20,"98,531",4/4/20,"120,592","2,864,180",4.21
Arizona,4/18/20,7171646,4724,65.87,180,2.51,213,190.1428571,-3,11,-0.04,2.97,4/18/20,"72,457",4/11/20,"170,262","2,885,408",5.9
Arizona,4/25/20,7171646,6286,87.65,273,3.81,241,223.1428571,7,13.28571429,0.1,3.36,4/25/20,"52,581",4/18/20,"196,401","2,885,408",6.81
Arizona,5/2/20,7171646,8364,116.63,330,4.6,395,296.8571429,0,8.142857143,0,5.51,5/2/20,"43,023",4/25/20,"218,760","2,885,408",7.58
Arizona,5/9/20,7171646,10960,152.82,532,7.42,434,370.8571429,15,28.85714286,0.21,6.05,5/9/20,"31,570",5/2/20,"228,806","2,885,408",7.93
Arizona,5/16/20,7171646,13666,190.56,679,9.47,497,386.5714286,28,21,0.39,6.93,5/16/20,"31,957",5/9/20,"230,566","2,885,408",7.99
Arizona,5/23/20,7171646,16053,223.84,801,11.17,429,341,26,17.42857143,0.36,5.98,5/23/20,"26,868",5/16/20,"217,968","2,885,408",7.55
Arizona,5/30/20,7171646,19258,268.53,904,12.61,786,457.8571429,18,14.71428571,0.25,10.96,5/30/20,"22,012",5/23/20,"209,944","2,885,408",7.28
Arizona,6/6/20,7171646,25451,354.88,1043,14.54,1012,884.7142857,28,19.85714286,0.39,14.11,6/6/20,"24,367",5/30/20,"210,605","2,885,408",7.3
Arizona,6/13/20,7171646,34660,483.29,1189,16.58,1621,1315.571429,33,20.85714286,0.46,22.6,6/13/20,"22,419",6/6/20,"209,529","2,885,408",7.26
Arizona,6/20/20,7171646,50127,698.96,1346,18.77,3217,2209.571429,25,22.42857143,0.35,44.86,6/20/20,"25,886",6/13/20,"217,934","2,885,408",7.55
Arizona,6/27/20,7171646,70124,977.8,1580,22.03,3465,2856.714286,44,33.42857143,0.61,48.32,6/27/20,"26,328",6/20/20,"217,505","2,885,408",7.54
Arizona,7/4/20,7171646,94567,1318.62,1817,25.34,2695,3491.857143,19,33.85714286,0.26,37.58,7/4/20,"25,774",6/27/20,"216,603","2,885,408",7.51
Arkansas,2/1/20,3013825,0,0,0,0,0,0,0,0,0,0,2/1/20,"1,837",1/25/20,"13,210","1,195,622",1.1
Arkansas,2/8/20,3013825,0,0,0,0,0,0,0,0,0,0,2/8/20,"1,724",2/1/20,"12,964","1,195,622",1.08
Arkansas,2/15/20,3013825,0,0,0,0,0,0,0,0,0,0,2/15/20,"1,602",2/8/20,"12,979","1,195,622",1.09
Arkansas,2/22/20,3013825,0,0,0,0,0,0,0,0,0,0,2/22/20,"1,055",2/15/20,"12,546","1,195,622",1.05
Arkansas,2/29/20,3013825,0,0,0,0,0,0,0,0,0,0,2/29/20,"1,418",2/22/20,"12,244","1,195,622",1.02
Arkansas,3/7/20,3013825,0,0,0,0,0,0,0,0,0,0,3/7/20,"1,843",2/29/20,"11,618","1,195,622",0.97
Arkansas,3/14/20,3013825,12,0.4,0,0,3,1.714285714,0,0,0,0.1,3/14/20,"1,382",3/7/20,"11,514","1,195,622",0.96
Arkansas,3/21/20,3013825,122,4.05,0,0,22,19.83333333,0,0,0,0.73,3/21/20,"9,275",3/14/20,"10,988","1,195,622",0.92
Arkansas,3/28/20,3013825,409,13.57,5,0.17,28,41,2,0.714285714,0.07,0.93,3/28/20,"27,756",3/21/20,"16,148","1,195,622",1.35
Arkansas,4/4/20,3013825,743,24.65,14,0.46,39,47.71428571,2,1.285714286,0.07,1.29,4/4/20,"62,086",3/28/20,"36,499","1,195,622",3.05
Arkansas,4/11/20,3013825,1228,40.75,25,0.83,57,69.28571429,4,1.571428571,0.13,1.89,4/11/20,"35,629",4/4/20,"66,511","1,196,468",5.56
Arkansas,4/18/20,3013825,1744,57.87,38,1.26,49,73.71428571,1,1.857142857,0.03,1.63,4/18/20,"25,404",4/11/20,"91,278","1,196,468",7.63
Arkansas,4/25/20,3013825,2911,96.59,48,1.59,101,166.7142857,1,1.428571429,0.03,3.35,4/25/20,"17,671",4/18/20,"109,337","1,196,468",9.14
Arkansas,5/2/20,3013825,3372,111.88,72,2.39,35,65.85714286,8,3.428571429,0.27,1.16,5/2/20,"13,448",4/25/20,"119,332","1,196,468",9.97
Arkansas,5/9/20,3013825,3747,124.33,88,2.92,0,53.57142857,0,2.285714286,0,0,5/9/20,"13,152",5/2/20,"122,522","1,196,468",10.24
Arkansas,5/16/20,3013825,4578,151.9,98,3.25,115,118.7142857,0,1.428571429,0,3.82,5/16/20,"11,427",5/9/20,"122,408","1,196,468",10.23
Arkansas,5/23/20,3013825,5775,191.62,115,3.82,163,171,2,2.428571429,0.07,5.41,5/23/20,"10,825",5/16/20,"120,043","1,196,468",10.03
Arkansas,5/30/20,3013825,7013,232.69,133,4.41,236,176.8571429,1,2.571428571,0.03,7.83,5/30/20,"8,481",5/23/20,"115,365","1,196,468",9.64
Arkansas,6/6/20,3013825,9101,301.98,154,5.11,450,298.2857143,2,3,0.07,14.93,6/6/20,"9,663",5/30/20,"115,482","1,196,468",9.65
Arkansas,6/13/20,3013825,12095,401.32,177,5.87,548,427.7142857,1,3.285714286,0.03,18.18,6/13/20,"9,381",6/6/20,"113,623","1,196,468",9.5
Arkansas,6/20/20,3013825,15142,502.42,224,7.43,511,435.2857143,10,6.714285714,0.33,16.96,6/20/20,"9,669",6/13/20,"112,189","1,196,468",9.38
Arkansas,6/27/20,3013825,19310,640.71,259,8.59,570,595.4285714,10,5,0.33,18.91,6/27/20,"10,395",6/20/20,"108,691","1,196,468",9.08
Arkansas,7/4/20,3013825,23209,770.08,286,9.49,587,557,5,3.857142857,0.17,19.48,7/4/20,"10,832",6/27/20,"104,692","1,196,468",8.75
California,2/1/20,39557045,3,0.01,0,0,0,0.428571429,0,0,0,0,2/1/20,"43,458",1/25/20,"388,341","17,265,039",2.25
California,2/8/20,39557045,6,0.02,0,0,0,0.428571429,0,0,0,0,2/8/20,"40,392",2/1/20,"359,156","17,265,039",2.08
California,2/15/20,39557045,8,0.02,0,0,0,0.285714286,0,0,0,0,2/15/20,"43,445",2/8/20,"375,305","17,265,039",2.17
California,2/22/20,39557045,10,0.03,0,0,0,0.285714286,0,0,0,0,2/22/20,"34,979",2/15/20,"349,252","17,265,039",2.02
California,2/29/20,39557045,12,0.03,0,0,1,0.285714286,0,0,0,0,2/29/20,"41,678",2/22/20,"369,988","17,265,039",2.14
California,3/7/20,39557045,81,0.2,1,0,22,9.857142857,0,0.142857143,0,0.06,3/7/20,"43,385",2/29/20,"378,864","17,265,039",2.19
California,3/14/20,39557045,372,0.94,3,0.01,91,41.57142857,-1,0.5,0,0.23,3/14/20,"57,606",3/7/20,"351,344","17,265,039",2.04
California,3/21/20,39557045,1412,3.57,25,0.06,169,148.5714286,1,3.142857143,0,0.43,3/21/20,"186,333",3/14/20,"421,912","17,265,039",2.44
California,3/28/20,39557045,5110,12.92,110,0.28,431,528.2857143,16,12.14285714,0.04,1.09,3/28/20,"1,058,325",3/21/20,"400,565","17,265,039",2.32
California,4/4/20,39557045,12837,32.45,289,0.73,821,1103.857143,24,25.57142857,0.06,2.08,4/4/20,"918,814",3/28/20,"1,076,761","17,265,039",6.24
California,4/11/20,39557045,21717,54.9,604,1.53,636,1268.571429,21,45,0.05,1.61,4/11/20,"655,472",4/4/20,"1,429,954","17,330,010",8.25
California,4/18/20,39557045,30511,77.13,1140,2.88,1354,1256.285714,103,76.57142857,0.26,3.42,4/18/20,"528,360",4/11/20,"2,422,458","17,330,010",13.98
California,4/25/20,39557045,42368,107.11,1689,4.27,1013,1693.857143,68,78.42857143,0.17,2.56,4/25/20,"325,343",4/18/20,"1,887,575","17,330,010",10.89
California,5/2/20,39557045,53347,134.86,2180,5.51,1321,1568.428571,54,70.14285714,0.14,3.34,5/2/20,"316,257",4/25/20,"4,808,361","17,330,010",27.75
California,5/9/20,39557045,66572,168.29,2687,6.79,2772,1889.285714,74,72.42857143,0.19,7.01,5/9/20,"212,667",5/2/20,"2,850,204","17,330,010",16.45
California,5/16/20,39557045,78725,199.02,3208,8.11,2032,1736.142857,72,74.42857143,0.18,5.14,5/16/20,"244,431",5/9/20,"3,565,153","17,330,010",20.57
California,5/23/20,39557045,92564,234,3737,9.45,2283,1977,72,75.57142857,0.18,5.77,5/23/20,"203,262",5/16/20,"2,155,310","17,330,010",12.44
California,5/30/20,39557045,109895,277.81,4144,10.48,3257,2475.857143,67,58.14285714,0.17,8.23,5/30/20,"228,634",5/23/20,"2,752,401","17,330,010",15.88
California,6/6/20,39557045,128606,325.12,4607,11.65,2823,2673,78,66.14285714,0.2,7.14,6/6/20,"255,836",5/30/20,"2,812,484","17,330,010",16.23
California,6/13/20,39557045,150034,379.29,5076,12.83,3375,3061.142857,98,67,0.25,8.53,6/13/20,"241,424",6/6/20,"3,001,413","17,330,010",17.32
California,6/20/20,39557045,175243,443.01,5494,13.89,4381,3601.285714,68,59.71428571,0.17,11.08,6/20/20,"284,494",6/13/20,"2,779,425","17,330,010",16.04
California,6/27/20,39557045,210692,532.63,5899,14.91,3848,5064.142857,31,57.85714286,0.08,9.73,6/27/20,"277,362",6/20/20,"2,901,601","17,330,010",16.74
California,7/4/20,39557045,252895,639.32,6334,16.01,2381,6029,19,62.14285714,0.05,6.02,7/4/20,"264,791",6/27/20,"2,758,474","17,330,010",15.92
Colorado,2/1/20,5695564,0,0,0,0,0,0,0,0,0,0,2/1/20,"2,049",1/25/20,"21,560","2,650,335",0.81
Colorado,2/8/20,5695564,0,0,0,0,0,0,0,0,0,0,2/8/20,"2,482",2/1/20,"22,881","2,650,335",0.86
Colorado,2/15/20,5695564,0,0,0,0,0,0,0,0,0,0,2/15/20,"2,209",2/8/20,"22,076","2,650,335",0.83
Colorado,2/22/20,5695564,0,0,0,0,0,0,0,0,0,0,2/22/20,"1,862",2/15/20,"23,694","2,650,335",0.89
Colorado,2/29/20,5695564,0,0,0,0,0,0,0,0,0,0,2/29/20,"1,681",2/22/20,"22,409","2,650,335",0.85
Colorado,3/7/20,5695564,8,0.14,0,0,0,1.142857143,0,0,0,0,3/7/20,"1,865",2/29/20,"22,908","2,650,335",0.86
Colorado,3/14/20,5695564,103,1.81,2,0.04,25,13.57142857,0,0.285714286,0,0.44,3/14/20,"2,321",3/7/20,"21,260","2,650,335",0.8
Colorado,3/21/20,5695564,475,8.34,6,0.11,111,53.14285714,1,0.571428571,0.02,1.95,3/21/20,"19,774",3/14/20,"21,309","2,650,335",0.8
Colorado,3/28/20,5695564,2061,36.19,44,0.77,323,226.5714286,13,6.5,0.23,5.67,3/28/20,"61,838",3/21/20,"21,956","2,650,335",0.83
Colorado,4/4/20,5695564,4565,80.15,126,2.21,392,357.7142857,15,11.71428571,0.26,6.88,4/4/20,"46,326",3/28/20,"73,584","2,650,335",2.78
Colorado,4/11/20,5695564,6893,121.02,274,4.81,380,332.5714286,24,21.14285714,0.42,6.67,4/11/20,"104,572",4/4/20,"166,593","2,666,358",6.25
Colorado,4/18/20,5695564,9440,165.74,411,7.22,393,363.8571429,22,19.57142857,0.39,6.9,4/18/20,"67,639",4/11/20,"171,434","2,666,358",6.43
Colorado,4/25/20,5695564,12968,227.69,684,12.01,712,504,10,39,0.18,12.5,4/25/20,"38,662",4/18/20,"228,713","2,666,358",8.58
Colorado,5/2/20,5695564,16225,284.87,832,14.61,432,465.2857143,11,21.14285714,0.19,7.58,5/2/20,"28,360",4/25/20,"228,683","2,666,358",8.58
Colorado,5/9/20,5695564,19375,340.18,967,16.98,548,450,7,19.28571429,0.12,9.62,5/9/20,"22,732",5/2/20,"261,951","2,666,358",9.82
Colorado,5/16/20,5695564,21633,379.82,1192,20.93,401,322.5714286,42,32.14285714,0.74,7.04,5/16/20,"18,054",5/9/20,"246,507","2,666,358",9.25
Colorado,5/23/20,5695564,23964,420.75,1327,23.3,477,333,3,19.28571429,0.05,8.37,5/23/20,"15,719",5/16/20,"265,499","2,666,358",9.96
Colorado,5/30/20,5695564,26084,457.97,1443,25.34,486,302.8571429,7,16.57142857,0.12,8.53,5/30/20,"12,519",5/23/20,"244,600","2,666,358",9.17
Colorado,6/6/20,5695564,27834,488.7,1527,26.81,233,250,3,12,0.05,4.09,6/6/20,"13,098",5/30/20,"263,810","2,666,358",9.89
Colorado,6/13/20,5695564,29002,509.2,1597,28.04,195,166.8571429,15,10,0.26,3.42,6/13/20,"10,382",6/6/20,"242,785","2,666,358",9.11
Colorado,6/20/20,5695564,30333,532.57,1647,28.92,161,190.1428571,4,7.142857143,0.07,2.83,6/20/20,"10,013",6/13/20,"259,341","2,666,358",9.73
Colorado,6/27/20,5695564,32006,561.95,1674,29.39,226,239,1,3.857142857,0.02,3.97,6/27/20,"8,646",6/20/20,"237,236","2,666,358",8.9
Colorado,7/4/20,5695564,33849,594.3,1701,29.87,254,263.2857143,0,3.857142857,0,4.46,7/4/20,"7,928",6/27/20,"246,108","2,666,358",9.23
Connecticut,2/1/20,3572665,0,0,0,0,0,0,0,0,0,0,2/1/20,"2,994",1/25/20,"41,725","1,654,391",2.52
Connecticut,2/8/20,3572665,0,0,0,0,0,0,0,0,0,0,2/8/20,"2,944",2/1/20,"41,633","1,654,391",2.52
Connecticut,2/15/20,3572665,0,0,0,0,0,0,0,0,0,0,2/15/20,"2,520",2/8/20,"39,384","1,654,391",2.38
Connecticut,2/22/20,3572665,0,0,0,0,0,0,0,0,0,0,2/22/20,"2,435",2/15/20,"41,691","1,654,391",2.52
Connecticut,2/29/20,3572665,0,0,0,0,0,0,0,0,0,0,2/29/20,"2,843",2/22/20,"42,168","1,654,391",2.55
Connecticut,3/7/20,3572665,0,0,0,0,0,0,0,0,0,0,3/7/20,"2,527",2/29/20,"40,638","1,654,391",2.46
Connecticut,3/14/20,3572665,23,0.64,0,0,12,3.285714286,0,0,0,0.34,3/14/20,"3,440",3/7/20,"39,786","1,654,391",2.4
Connecticut,3/21/20,3572665,194,5.43,4,0.11,0,24.42857143,0,0.571428571,0,0,3/21/20,"25,100",3/14/20,"44,194","1,654,391",2.67
Connecticut,3/28/20,3572665,1524,42.66,33,0.92,233,190,6,4.142857143,0.17,6.52,3/28/20,"33,227",3/21/20,"80,861","1,654,391",4.89
Connecticut,4/4/20,3572665,5276,147.68,165,4.62,362,536,34,18.85714286,0.95,10.13,4/4/20,"33,464",3/28/20,"147,939","1,654,391",8.94
Connecticut,4/11/20,3572665,11510,322.17,494,13.83,972,890.5714286,46,47,1.29,27.21,4/11/20,"34,050",4/4/20,"189,196","1,653,302",11.44
Connecticut,4/18/20,3572665,17550,491.23,1086,30.4,741,862.8571429,50,84.57142857,1.4,20.74,4/18/20,"102,808",4/11/20,"306,047","1,653,302",18.51
Connecticut,4/25/20,3572665,24583,688.09,1865,52.2,647,1004.714286,98,111.2857143,2.74,18.11,4/25/20,"33,041",4/18/20,"309,111","1,653,302",18.7
Connecticut,5/2/20,3572665,29287,819.75,2436,68.18,523,672,97,81.57142857,2.72,14.64,5/2/20,"36,138",4/25/20,"297,549","1,653,302",18
Connecticut,5/9/20,3572665,32984,923.23,2932,82.07,573,528.1428571,58,70.85714286,1.62,16.04,5/9/20,"30,046",5/2/20,"319,529","1,653,302",19.33
Connecticut,5/16/20,3572665,36703,1027.33,3339,93.46,618,531.2857143,54,58.14285714,1.51,17.3,5/16/20,"25,960",5/9/20,"297,088","1,653,302",17.97
Connecticut,5/23/20,3572665,40022,1120.23,3675,102.86,382,474.1428571,38,48,1.06,10.69,5/23/20,"16,603",5/16/20,"272,695","1,653,302",16.49
Connecticut,5/30/20,3572665,42022,1176.21,3912,109.5,260,335.8333333,44,33.85714286,1.23,7.28,5/30/20,"14,208",5/23/20,"248,663","1,653,302",15.04
Connecticut,6/6/20,3572665,43818,1226.48,4055,113.5,358,256.5714286,17,20.42857143,0.48,10.02,6/6/20,"15,366",5/30/20,"269,117","1,653,302",16.28
Connecticut,6/13/20,3572665,44994,1259.4,4186,117.17,305,168,27,18.71428571,0.76,8.54,6/13/20,"11,852",6/6/20,"260,518","1,653,302",15.76
Connecticut,6/20/20,3572665,45715,1279.58,4251,118.99,158,103,13,9.285714286,0.36,4.42,6/20/20,"10,411",6/13/20,"250,774","1,653,302",15.17
Connecticut,6/27/20,3572665,46206,1293.32,4311,120.67,147,70.14285714,4,8.571428571,0.11,4.11,6/27/20,"10,133",6/20/20,"247,195","1,653,302",14.95
Connecticut,7/4/20,3572665,46717,1307.62,4335,121.34,0,73,0,3.428571429,0,0,7/4/20,"12,267",6/27/20,"251,926","1,653,302",15.24
Delaware,2/1/20,967171,0,0,0,0,0,0,0,0,0,0,2/1/20,622,1/25/20,"6,830","443,288",1.54
Delaware,2/8/20,967171,0,0,0,0,0,0,0,0,0,0,2/8/20,608,2/1/20,"5,888","443,288",1.33
Delaware,2/15/20,967171,0,0,0,0,0,0,0,0,0,0,2/15/20,610,2/8/20,"5,917","443,288",1.33
Delaware,2/22/20,967171,0,0,0,0,0,0,0,0,0,0,2/22/20,632,2/15/20,"5,921","443,288",1.34
Delaware,2/29/20,967171,0,0,0,0,0,0,0,0,0,0,2/29/20,524,2/22/20,"6,742","443,288",1.52
Delaware,3/7/20,967171,0,0,0,0,0,0,0,0,0,0,3/7/20,518,2/29/20,"5,480","443,288",1.24
Delaware,3/14/20,967171,6,0.62,0,0,2,0.857142857,0,0,0,0.21,3/14/20,472,3/7/20,"5,310","443,288",1.2
Delaware,3/21/20,967171,45,4.65,0,0,6,5.571428571,0,0,0,0.62,3/21/20,"10,776",3/14/20,"5,297","443,288",1.19
Delaware,3/28/20,967171,214,22.13,5,0.52,51,24.14285714,3,0.714285714,0.31,5.27,3/28/20,"19,137",3/21/20,"11,506","443,288",2.6
Delaware,4/4/20,967171,593,61.31,14,1.45,143,54.14285714,0,1.285714286,0,14.79,4/4/20,"18,851",3/28/20,"19,442","443,288",4.39
Delaware,4/11/20,967171,1479,152.92,33,3.41,153,126.5714286,1,2.714285714,0.1,15.82,4/11/20,"13,258",4/4/20,"29,577","445,741",6.64
Delaware,4/18/20,967171,2538,262.41,67,6.93,221,151.2857143,6,4.857142857,0.62,22.85,4/18/20,"9,446",4/11/20,"38,451","445,741",8.63
Delaware,4/25/20,967171,3576,369.74,112,11.58,134,148.2857143,12,6.428571429,1.24,13.85,4/25/20,"7,947",4/18/20,"44,977","445,741",10.09
Delaware,5/2/20,967171,5038,520.9,168,17.37,120,208.8571429,9,8,0.93,12.41,5/2/20,"6,297",4/25/20,"52,501","445,741",11.78
Delaware,5/9/20,967171,6277,649.01,221,22.85,166,177,8,7.571428571,0.83,17.16,5/9/20,"5,197",5/2/20,"50,205","445,741",11.26
Delaware,5/16/20,967171,7547,780.32,286,29.57,174,181.4285714,15,9.285714286,1.55,17.99,5/16/20,"5,554",5/9/20,"51,010","445,741",11.44
Delaware,5/23/20,967171,8529,881.85,322,33.29,0,140.2857143,0,5.142857143,0,0,5/23/20,"4,651",5/16/20,"50,780","445,741",11.39
